# vr_quantify.py -- trial=trial1; CPM = count / (all-gene column sum of unscaled salmon.merged.gene_counts.tsv) * 1e6; cluster tier=200kb, supercluster tier=800kb; individual-paralog calls are tentative by construction
trial	scope	sample	cell_type	n_cells	cluster_id	family	supercluster_id	cluster_counts_sum	cluster_cpm_sum	top_gene_name	detected_gene_names	detected_fracs	interpretation_context	qc_overall	sort_verdict	suppress_biology	suppression_reason	biological_interpretation_permitted	k_members	k_detected	read_support	top_frac	second_frac	top_over_second	evenness	hill_effective_paralogs	chi2_uniform	p_uniform	power_vs_dominant	even_block_size	even_block_share	even_block_p_uniform	even_block_read_support	even_block_power	even_block_evenness	em_flag	em_flag_level	unique_channel_available	unique_background_floor	unique_support_threshold	block_unique_reads	n_block_members_unique_supported	block_unique_total	interpretation	unique_channel_used	n_pseudogene_members	n_functional_members	pseudogene_counts	pseudogene_cpm	pseudogene_share_of_cluster	pseudogene_bleed_flag	pseudogene_genes_detected	pseudogene_criteria_detected	pseudogene_criterion_conflicting	pseudogene_evidence_grades	pseudogene_mechanism	em_flag_note	expected_key	expected_clusters_lo	expected_clusters_hi	n_clusters_called	cluster_count_in_expected_range	sample_total_vr_cpm	nontarget_vr_cpm_max	dominant_cluster_id	dominant_cluster_share	expected_pattern_flags
trial1	cluster	pool100cells_S8	target	100	V1R_chr6_cl008	V1R	V1R_chr6_sc007	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	9.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	8.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr6_cl009	V1R	V1R_chr6_sc008	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	23.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	8.0	15.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl010	V1R	V1R_chr7_sc009	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	14.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	3.0	11.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl011	V1R	V1R_chr7_sc010	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	12.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	6.0	6.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl012	V1R	V1R_chr7_sc011	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	29.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	16.0	13.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl013	V1R	V1R_chr7_sc011	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	6.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	5.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl014	V1R	V1R_chr7_sc012	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl015	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	37.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	6.0	31.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl016	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	23.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	5.0	18.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl017	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	18.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	2.0	16.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl018	V1R	V1R_chr7_sc014	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	2.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	1.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chr7_cl019	V1R	V1R_chr7_sc014	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V1R_chrX_cl023	V1R	V1R_chrX_sc018	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr10_cl022	V2R	V2R_chr10_sc013	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	4.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	0.0	4.0	0.0	0.0		no_pseudogene_members			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr10_cl023	V2R	V2R_chr10_sc014	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	4.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	0.0	4.0	0.0	0.0		no_pseudogene_members			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr13_cl024	V2R	V2R_chr13_sc015	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr13_cl025	V2R	V2R_chr13_sc016	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr14_cl026	V2R	V2R_chr14_sc017	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	1.0	2.0	0.0	0.0		no_apparent_pseudogene_expression			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
trial1	cluster	pool100cells_S8	target	100	V2R_chr17_cl027	V2R	V2R_chr17_sc018	0.0	0.0				pooled_ambiguous	UNUSABLE	FAIL_WRONG_TISSUE	True	qc_overall=UNUSABLE; tissue_verdict=MOE; sort_verdict=FAIL_WRONG_TISSUE; library_status=DEGENERATE; blocking_flags=WRONG_TISSUE_MOE;sort_validation_FAIL_WRONG_TISSUE;library_DEGENERATE_too_few_counts;population_undetermined;prep_suspect_failed_prep;low_unique_mapping(5.85<50);warn_high_unmapped_short(92.06>40);warn_low_exonic(4.04<40);warn_high_intergenic(44.28>30)	False	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_salmon_tx	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0			numbers emitted for the record only; sample is QC-suppressed and no biology may be read from it										
