# vr_quantify.py -- trial=trial2; CPM = count / (all-gene column sum of unscaled salmon.merged.gene_counts.tsv) * 1e6; cluster tier=200kb, supercluster tier=800kb; individual-paralog calls are tentative by construction
trial	scope	sample	cell_type	n_cells	cluster_id	family	supercluster_id	cluster_counts_sum	cluster_cpm_sum	top_gene_name	detected_gene_names	detected_fracs	interpretation_context	qc_overall	sort_verdict	suppress_biology	suppression_reason	biological_interpretation_permitted	k_members	k_detected	read_support	top_frac	second_frac	top_over_second	evenness	hill_effective_paralogs	chi2_uniform	p_uniform	power_vs_dominant	even_block_size	even_block_share	even_block_p_uniform	even_block_read_support	even_block_power	even_block_evenness	em_flag	em_flag_level	unique_channel_available	unique_background_floor	unique_support_threshold	block_unique_reads	n_block_members_unique_supported	block_unique_total	interpretation	unique_channel_used	n_pseudogene_members	n_functional_members	pseudogene_counts	pseudogene_cpm	pseudogene_share_of_cluster	pseudogene_bleed_flag	pseudogene_genes_detected	pseudogene_criteria_detected	pseudogene_criterion_conflicting	pseudogene_evidence_grades	pseudogene_mechanism	em_flag_note	expected_key	expected_clusters_lo	expected_clusters_hi	n_clusters_called	cluster_count_in_expected_range	sample_total_vr_cpm	nontarget_vr_cpm_max	dominant_cluster_id	dominant_cluster_share	expected_pattern_flags
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl014	V1R	V1R_chr7_sc012	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl015	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	37.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	6.0	31.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl016	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	23.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	5.0	18.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl017	V1R	V1R_chr7_sc013	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	18.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	16.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl018	V1R	V1R_chr7_sc014	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	2.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	1.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chr7_cl019	V1R	V1R_chr7_sc014	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V1R_chrX_cl023	V1R	V1R_chrX_sc018	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr10_cl022	V2R	V2R_chr10_sc013	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	4.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	4.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr10_cl023	V2R	V2R_chr10_sc014	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	4.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	4.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr13_cl024	V2R	V2R_chr13_sc015	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr13_cl025	V2R	V2R_chr13_sc016	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr14_cl026	V2R	V2R_chr14_sc017	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	2.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl027	V2R	V2R_chr17_sc018	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl028	V2R	V2R_chr17_sc018	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	35.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	14.0	21.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl029	V2R	V2R_chr17_sc019	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	2.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	2.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl030	V2R	V2R_chr17_sc019	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	12.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	7.0	5.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl031	V2R	V2R_chr17_sc020	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr17_cl032	V2R	V2R_chr17_sc021	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr2_cl001	V2R	V2R_chr2_sc001	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr3_cl002	V2R	V2R_chr3_sc002	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	18.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	11.0	7.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl003	V2R	V2R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl004	V2R	V2R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl005	V2R	V2R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl006	V2R	V2R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl007	V2R	V2R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	2.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr4_cl008	V2R	V2R_chr4_sc004	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr5_cl009	V2R	V2R_chr5_sc005	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	12.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	10.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr5_cl010	V2R	V2R_chr5_sc006	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	1.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr6_cl011	V2R	V2R_chr6_sc007	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	13.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	4.0	9.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl012	V2R	V2R_chr7_sc008	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl013	V2R	V2R_chr7_sc009	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	12.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	4.0	8.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl014	V2R	V2R_chr7_sc009	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	17.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	8.0	9.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl015	V2R	V2R_chr7_sc009	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	9.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	7.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl016	V2R	V2R_chr7_sc010	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	5.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	4.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl017	V2R	V2R_chr7_sc011	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl018	V2R	V2R_chr7_sc011	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	11.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	7.0	4.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl019	V2R	V2R_chr7_sc011	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	2.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	2.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl020	V2R	V2R_chr7_sc012	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	36.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	24.0	12.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chr7_cl021	V2R	V2R_chr7_sc012	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	4.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	3.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chrX_cl033	V2R	V2R_chrX_sc022	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chrY_cl034	V2R	V2R_chrY_sc023	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	nontarget100cells_S8	nontarget	100	V2R_chrY_cl035	V2R	V2R_chrY_sc024	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr13_cl020	V1R	V1R_chr13_sc015	6.0	0.3909205326395539	Vmn1r-ps128	Vmn1r-ps128	1.000	pooled_ambiguous	USABLE	PASS	False		True	64.0	1.0	6.0	1.0			0.0	1.0				0.0						insufficient_signal	none	1.0						only 6 reads in this cluster (< 20); too few to distinguish any within-cluster pattern from sampling noise	unique_reads_bam_nodup	31.0	33.0	6.0	0.3909205326395539	1.0	no_apparent_pseudogene_expression			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr17_cl021	V1R	V1R_chr17_sc016	2705.0	176.24000679833222	Vmn1r237	Vmn1r237,Vmn1r-ps150,Vmn1r236	0.520,0.380,0.100	pooled_ambiguous	USABLE	PASS	False		True	24.0	3.0	2705.0	0.5201478743068392	0.3796672828096118	1.3700097370983446	0.8539702842445542	2.5553322348934144	741.7493530499075	0.00024993751562109475	1.0	0.0						no_redistribution_signature	none	1.0						within-cluster fractions are structured (distinguishable from an even split); consistent with a real per-paralog call rather than EM splitting	unique_reads_bam_nodup	11.0	13.0	1027.0	66.9125645034703	0.3796672828096118	apparent_pseudogene_expression	Vmn1r-ps150	biotype+name	0.0	concordant_evidence	UNRESOLVED: two candidate mechanisms, (a) multi-mapping/EM leakage from an expressed functional paralog in the same cluster, (b) genuine transcription of the pseudogene locus (e.g. cluster-shared regulatory elements). This module does not adjudicate between them. Dietschi 2022 is NOT a quantitative prior for mouse: their pseudogene result was significant in rat only (P=0.003), not mouse (W=1214, P=0.5704), and their proposed mechanism is regulatory, not multi-mapping.											
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr18_cl022	V1R	V1R_chr18_sc017	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	2.0	1.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr1_cl001	V1R	V1R_chr1_sc001	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	0.0	1.0	0.0	0.0		no_pseudogene_members			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr2_cl002	V1R	V1R_chr2_sc002	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr4_cl003	V1R	V1R_chr4_sc003	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	2.0	0.0	0.0		no_apparent_pseudogene_expression			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr5_cl004	V1R	V1R_chr5_sc004	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	1.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	1.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
trial2	cluster	target100cellsRep1_S6	target	100	V1R_chr6_cl005	V1R	V1R_chr6_sc005	0.0	0.0				pooled_ambiguous	USABLE	PASS	False		True	3.0	0.0	0.0									0.0						no_signal	none	1.0						no VR signal in this cluster for this sample; no redistribution question arises	unique_reads_bam_nodup	3.0	0.0	0.0	0.0		pseudogene_only_cluster			0.0													
