# vr_quantify.py -- trial=trial2; CPM = count / (all-gene column sum of unscaled salmon.merged.gene_counts.tsv) * 1e6; cluster tier=200kb, supercluster tier=800kb; individual-paralog calls are tentative by construction
sample	tier	cluster_id	family	chrom	n_member_genes	n_member_genes_detected	counts_sum	cpm_sum	share_of_sample_vr	sample_total_vr_counts	sample_total_vr_cpm	is_called	trial	cell_type	n_cells	library_status	qc_overall	sort_verdict	suppress_biology	suppression_reason	interpretation_context	chr7_dual_tier_region
nontarget100cells_S8	cluster	V1R_chr6_cl008	V1R	6	9	2	2.0	0.07993582107042517	0.5	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr6_cl009	V1R	6	23	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl010	V1R	7	14	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl011	V1R	7	12	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl012	V1R	7	29	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl013	V1R	7	6	1	1.0	0.039967910535212585	0.25	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl014	V1R	7	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl015	V1R	7	37	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	1
nontarget100cells_S8	cluster	V1R_chr7_cl016	V1R	7	23	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	1
nontarget100cells_S8	cluster	V1R_chr7_cl017	V1R	7	18	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl018	V1R	7	2	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chr7_cl019	V1R	7	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V1R_chrX_cl023	V1R	X	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr10_cl022	V2R	10	4	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr10_cl023	V2R	10	4	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr13_cl024	V2R	13	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr13_cl025	V2R	13	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr14_cl026	V2R	14	3	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl027	V2R	17	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl028	V2R	17	35	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl029	V2R	17	2	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl030	V2R	17	12	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl031	V2R	17	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr17_cl032	V2R	17	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr2_cl001	V2R	2	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr3_cl002	V2R	3	18	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl003	V2R	4	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl004	V2R	4	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl005	V2R	4	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl006	V2R	4	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl007	V2R	4	2	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr4_cl008	V2R	4	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr5_cl009	V2R	5	12	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr5_cl010	V2R	5	3	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr6_cl011	V2R	6	13	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl012	V2R	7	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl013	V2R	7	12	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl014	V2R	7	17	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl015	V2R	7	9	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl016	V2R	7	5	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl017	V2R	7	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl018	V2R	7	11	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl019	V2R	7	2	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl020	V2R	7	36	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chr7_cl021	V2R	7	4	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chrX_cl033	V2R	X	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chrY_cl034	V2R	Y	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
nontarget100cells_S8	cluster	V2R_chrY_cl035	V2R	Y	1	0	0.0	0.0	0.0	4.0	0.15987164214085034	0	trial2	nontarget	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr13_cl020	V1R	13	64	1	6.0	0.3909205326395539	8.25375066937918e-05	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr17_cl021	V1R	17	24	3	2705.0	176.24000679833222	0.03721065926778447	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr18_cl022	V1R	18	3	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr1_cl001	V1R	1	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr2_cl002	V1R	2	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr4_cl003	V1R	4	3	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr5_cl004	V1R	5	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr6_cl005	V1R	6	3	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr6_cl006	V1R	6	21	1	6.536	0.42584276688868733	8.991085729177052e-05	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr6_cl007	V1R	6	21	4	5785.789	376.96395293667865	0.07959076638606115	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr6_cl008	V1R	6	9	3	18071.675000000003	1177.4314694481516	0.24859849938008832	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr6_cl009	V1R	6	23	1	113.048	7.365464062306048	0.0015551166761199624	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl010	V1R	7	14	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl011	V1R	7	12	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl012	V1R	7	29	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl013	V1R	7	6	1	14767.0	962.1205842480487	0.20313856022453722	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl014	V1R	7	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl015	V1R	7	37	3	16.297	1.061805320071135	0.00022418562443145414	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	1
target100cellsRep1_S6	cluster	V1R_chr7_cl016	V1R	7	23	1	1.0	0.06515342210659232	1.3756251115631966e-05	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	1
target100cellsRep1_S6	cluster	V1R_chr7_cl017	V1R	7	18	3	7323.879	477.1757799446072	0.10074911866450352	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl018	V1R	7	2	1	10846.652	706.6964961993137	0.1492092686758717	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chr7_cl019	V1R	7	1	1	13050.348	850.2748318819228	0.17952386423438538	72694.224	4736.277460983174	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V1R_chrX_cl023	V1R	X	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr10_cl022	V2R	10	4	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr10_cl023	V2R	10	4	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr13_cl024	V2R	13	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr13_cl025	V2R	13	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr14_cl026	V2R	14	3	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl027	V2R	17	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl028	V2R	17	35	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl029	V2R	17	2	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl030	V2R	17	12	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl031	V2R	17	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr17_cl032	V2R	17	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr2_cl001	V2R	2	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr3_cl002	V2R	3	18	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl003	V2R	4	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl004	V2R	4	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl005	V2R	4	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl006	V2R	4	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl007	V2R	4	2	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr4_cl008	V2R	4	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr5_cl009	V2R	5	12	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr5_cl010	V2R	5	3	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr6_cl011	V2R	6	13	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl012	V2R	7	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl013	V2R	7	12	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl014	V2R	7	17	1	1.0	0.06515342210659232	1.3756251115631966e-05	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl015	V2R	7	9	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl016	V2R	7	5	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl017	V2R	7	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl018	V2R	7	11	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl019	V2R	7	2	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl020	V2R	7	36	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chr7_cl021	V2R	7	4	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chrX_cl033	V2R	X	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chrY_cl034	V2R	Y	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep1_S6	cluster	V2R_chrY_cl035	V2R	Y	1	0	0.0	0.0	0.0	72694.224	4736.277460983174	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr13_cl020	V1R	13	64	3	6879.0	272.7362047595844	0.04503584523318852	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr17_cl021	V1R	17	24	4	16229.0	643.441760000479	0.10624897983564711	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr18_cl022	V1R	18	3	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr1_cl001	V1R	1	1	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr2_cl002	V1R	2	1	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr4_cl003	V1R	4	3	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr5_cl004	V1R	5	1	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr6_cl005	V1R	6	3	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr6_cl006	V1R	6	21	3	1608.962	63.791567012994676	0.010533647858421495	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr6_cl007	V1R	6	21	1	5180.038	205.37634897956502	0.033912980036347636	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr6_cl008	V1R	6	9	4	55401.999	2196.5592300267904	0.3627090932654841	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr6_cl009	V1R	6	23	0	0.0	0.0	0.0	152744.996	6055.98059384473	0	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr7_cl010	V1R	7	14	1	7672.0	304.1767935623683	0.0502275046705949	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr7_cl011	V1R	7	12	3	6487.0	257.1943247965437	0.042469476381406294	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr7_cl012	V1R	7	29	4	4954.0	196.41447279822373	0.0324331410503294	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
target100cellsRep2_S7	cluster	V1R_chr7_cl013	V1R	7	6	3	31228.0	1238.116906851621	0.20444532271289592	152744.996	6055.98059384473	1	trial2	target	100	OK	USABLE	PASS	False		pooled_ambiguous	0
